7.65,215.79,3
15.12,215.66,3
7.63,215.66,3
7.63,215.66,3
9.07,187.5,3
9.07,187.5,3
9.07,109.97,3
10.45,81.02,3
16.19,73.11,3
16.19,73.11,3
16.1,73.11,3
22.4,71.08,3
17,71.08,3
8.4,71.08,3
14.46,69.8,3
14.4,62.86,3
5.4,62.86,3
6.8,54.59,3
53.76,54.56,3
6.78,54.52,3
6.83,54.52,3
6.82,54.52,3
3.36,54.52,3
13.56,47.64,2
7.68,47.64,2
26.45,46.05,2
17.57,46.05,2
9.92,46.05,2
15.02,42.19,2
8.48,42.19,2
14.69,39.23,2
8.32,39.23,2
15.87,38.88,2
15.87,38.88,2
14.13,38.64,2
16.67,38.31,2
16.73,38.3,2
25.17,37.5,2
16.67,37.5,2
9.44,37.5,2
17,36.83,2
9.6,36.83,2
22.68,26.98,2
22.61,26.24,2
15.02,26.24,2
17.8,25.63,2
17.8,25.63,2
16.15,24.88,2
9.12,24.88,2
15,22.04,2
7.1,22.04,2
7.06,22.04,2
7.08,21.08,2
18.65,18.83,2
10.56,18.83,2
30.29,17.79,2
20.06,17.79,2
14.69,17.47,2
14.69,17.47,2
15.58,16.53,2
8.8,16.53,2
18.7,16.27,2
14.13,15.82,2
8,15.82,2
10.08,14.86,2
17.8,14.85,2
11.87,13.64,2
14.41,12.95,2
8.16,12.94,2
16.72,11.7,2
16.73,11.7,2
19.27,11.04,2
19.28,11.04,2
11.36,10.87,2
16,10.86,2
11.3,10.86,2
6,10.86,2
17.29,10.43,2
17.23,10.42,2
16.94,10.12,2
17.85,9.62,1
9.45,9.62,1
3.33,8.67,1
14.08,8.3,1
12.47,8.3,1
22.11,8.2,1
13.75,7.36,1
13.97,7.36,1
19.49,7.26,1
10.35,7.26,1
9.61,6.73,1
9.64,6.73,1
14.61,6.48,1
24.53,5.87,1
15.82,5.78,1
15.9,5.78,1
8.96,5.78,1
21.26,5.47,1
13.42,5.35,1
15.07,5.15,1
14.35,5.15,1
13.34,4.91,1
19.83,4.77,1
11.64,4.49,1
11.64,4.49,1
11.58,4.49,1
33.17,4.45,1
20.12,4.44,1
11.36,4.44,1
14.98,4.41,1
11.58,4.4,1
11.62,4.4,1
14.69,4.35,1
14.03,4.32,1
14.69,4.23,1
32.89,4.19,1
14.46,4.14,1
12.79,4.09,1
13.88,4.01,1
15.15,4.01,1
14.69,3.99,1
14.69,3.99,1
12.47,3.98,1
12.18,3.93,1
12.19,3.93,1
11.62,3.83,1
21.84,3.79,1
10.35,3.76,1
9.78,3.72,1
12.45,3.7,1
26.45,3.66,1
14.69,3.63,1
14.69,3.63,1
15.96,3.6,1
34.8,3.56,1
13.32,3.48,1
7.52,3.48,1
14.69,3.48,1
5.92,3.46,1
16.66,3.45,1
10.48,3.45,1
11.58,3.38,1
11.58,3.38,1
11.62,3.38,1
15.11,3.33,1
22.81,3.33,1
17.85,3.25,1
9.45,3.25,1
9.9,3.25,1
9.9,3.07,1
10.49,3.06,1
19.84,2.92,1
26.52,2.84,1
19.21,2.76,1
18.36,2.76,1
21.26,2.73,1
20.06,2.7,1
24.57,2.69,1
10.05,2.69,1
21.19,2.69,1
10.95,2.68,1
16.1,2.66,1
16.16,2.66,1
17.86,2.65,1
18.98,2.58,1
10.56,2.54,1
16.1,2.41,1
16.16,2.41,1
32.38,2.41,1
32.38,2.41,1
28.68,2.4,1
28.68,2.4,1
26.41,2.39,1
13.95,2.39,1
12.43,2.37,1
30.39,2.34,1
30.33,2.34,1
16.44,2.33,1
14.46,2.3,1
29.25,2.25,1
29.25,2.25,1
18.36,2.21,1
20.97,2.16,1
11.1,2.16,1
31.52,2.05,1
16.65,2.05,1
22.04,2.03,1
11.7,2.03,1
21.47,2.03,1
21.47,2.03,1
18.36,2.02,1
9.75,2.02,1
17.23,2.01,1
21.83,2,1
19.27,2,1
19.28,2,1
30.1,2,1
30.05,2,1
21.19,1.98,1
11.25,1.98,1
22.01,1.96,1
11.55,1.94,1
19.21,1.86,1
22.88,1.83,1
17.29,1.79,1
23.23,1.76,1
36.64,1.76,1
18.42,1.72,1
9.75,1.72,1
22.6,1.65,1
20.7,1.55,1
32.44,1.53,1
24.01,1.53,1
11.9,1.53,1
17.01,1.53,1
24.37,1.51,1
24.37,1.51,1
17.8,1.49,1
19.2,1.44,1
13.61,1.41,1
21.19,1.32,1
14.41,1.31,1
16.44,1.3,1
42.32,1.29,1
22.35,1.29,1
22.32,1.22,1
12.64,1.22,1
22.38,1.18,1
53.39,1.05,1
51.69,1.01,1
52.26,0.89,1
18.76,0.51,1
